,Province,date,numconf,numprob,numdeaths,numtotal,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
3863,NT,2020-11-19,15,0.0,0.0,15,155001.0,0,0.0,33.21,0.0,0.0,0.0,33.33,5.0,11.07,5.0,11.07,0.0,0.0,4.0,8.86,0.0,0.0,1.0,1.27,0.0,0.0
3864,NU,2020-11-19,74,0.0,0.0,74,101009.0,4,5.71,188.04,0.0,0.0,0.0,100.0,74.0,188.04,74.0,188.04,0.0,0.0,71.0,180.42,0.0,0.0,10.0,25.77,0.0,0.0
3866,CAN,2020-11-19,315751,0.0,11305.0,315751,342734.0,4642,1.49,830.81,29.75,79.0,3.58,16.52,52153.0,137.23,63611.0,167.37,889.0,2.34,33174.0,87.29,502.0,1.32,4739.0,12.47,72.0,0.19
3867,BC,2020-11-20,25474,0.0,331.0,25474,198203.0,516,2.07,494.86,6.43,10.0,1.3,30.09,7666.0,148.92,8325.0,161.72,56.0,1.09,4489.0,87.2,41.0,0.8,641.0,12.46,6.0,0.11
3868,AB,2020-11-20,43952,0.0,462.0,43952,463869.0,1155,2.7,993.97,10.45,11.0,1.05,24.24,10655.0,240.96,12094.0,273.5,110.0,2.49,6640.0,150.16,64.0,1.45,949.0,21.45,9.0,0.21
3869,SK,2020-11-20,5804,0.0,33.0,5804,259907.0,153,2.71,492.41,2.8,1.0,0.57,36.96,2145.0,181.98,2181.0,185.04,8.0,0.68,1291.0,109.53,4.0,0.34,184.0,15.65,1.0,0.05
3870,MB,2020-11-20,12919,0.0,207.0,12919,236042.0,437,3.5,936.66,15.01,9.0,1.6,60.85,7861.0,569.94,5500.0,398.76,111.0,8.05,2703.0,195.97,70.0,5.08,386.0,28.0,10.0,0.73
3871,ON,2020-11-20,100790,0.0,3491.0,100790,382283.0,1418,1.43,684.06,23.69,8.0,3.46,12.48,12583.0,85.4,19097.0,129.61,247.0,1.68,9610.0,65.22,144.0,0.98,1373.0,9.32,21.0,0.14
3872,QC,2020-11-20,129699,0.0,6774.0,129699,391537.0,1259,0.98,1512.6,79.0,30.0,5.22,8.94,11599.0,135.27,17510.0,204.21,371.0,4.33,8504.0,99.18,188.0,2.19,1215.0,14.17,27.0,0.31
3873,NL,2020-11-20,311,0.0,4.0,311,185866.0,3,0.97,59.57,0.77,0.0,1.29,4.18,13.0,2.49,17.0,3.26,0.0,0.0,12.0,2.3,0.0,0.0,2.0,0.33,0.0,0.0
3874,NB,2020-11-20,401,0.0,6.0,401,145194.0,9,2.3,51.31,0.77,0.0,1.5,12.72,51.0,6.53,51.0,6.53,0.0,0.0,43.0,5.5,0.0,0.0,6.0,0.79,0.0,0.0
3875,NS,2020-11-20,1160,0.0,65.0,1160,166084.0,5,0.43,118.45,6.64,0.0,5.6,2.41,28.0,2.86,39.0,3.98,0.0,0.0,24.0,2.45,0.0,0.0,3.0,0.35,0.0,0.0
3876,PEI,2020-11-20,68,0.0,0.0,68,337447.0,0,0.0,42.6,0.0,0.0,0.0,4.41,3.0,1.88,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3877,YT,2020-11-20,29,0.0,1.0,29,117331.0,3,11.54,68.96,2.38,0.0,3.45,20.69,6.0,14.27,6.0,14.27,0.0,0.0,5.0,11.89,0.0,0.0,1.0,1.7,0.0,0.0
3878,NT,2020-11-20,15,0.0,0.0,15,156462.0,0,0.0,33.21,0.0,0.0,0.0,33.33,5.0,11.07,5.0,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3879,NU,2020-11-20,84,0.0,0.0,84,103829.0,10,13.51,213.45,0.0,0.0,0.0,100.0,84.0,213.45,83.0,210.91,0.0,0.0,80.0,203.29,0.0,0.0,11.0,29.04,0.0,0.0
3881,CAN,2020-11-20,320719,0.0,11374.0,320719,345646.0,4968,1.57,843.88,29.93,69.0,3.55,16.43,52699.0,138.66,64910.0,170.79,903.0,2.38,33401.0,87.89,511.0,1.34,4772.0,12.56,73.0,0.19
3882,BC,2020-11-21,26187,0.0,331.0,26187,200294.0,713,2.8,508.71,6.43,0.0,1.26,32.0,8379.0,162.77,8471.0,164.56,55.0,1.07,4548.0,88.35,41.0,0.8,650.0,12.62,6.0,0.11
3883,AB,2020-11-21,45288,0.0,471.0,45288,467886.0,1336,3.04,1024.18,10.65,9.0,1.04,24.89,11274.0,254.96,12511.0,282.93,114.0,2.58,6950.0,157.17,70.0,1.58,993.0,22.45,10.0,0.23
3884,SK,2020-11-21,6237,0.0,33.0,6237,262305.0,433,7.46,529.15,2.8,0.0,0.53,40.68,2537.0,215.24,2499.0,212.02,6.0,0.51,1417.0,120.22,4.0,0.34,202.0,17.17,1.0,0.05
3885,MB,2020-11-21,13304,0.0,217.0,13304,238428.0,385,2.98,964.57,15.73,10.0,1.63,60.22,8012.0,580.89,5615.0,407.1,114.0,8.27,2851.0,206.7,65.0,4.71,407.0,29.53,9.0,0.67
3886,ON,2020-11-21,102378,0.0,3512.0,102378,385553.0,1588,1.58,694.84,23.84,21.0,3.43,12.49,12787.0,86.79,19553.0,132.71,257.0,1.74,9617.0,65.27,145.0,0.98,1374.0,9.32,21.0,0.14
3887,QC,2020-11-21,130888,0.0,6806.0,130888,394954.0,1189,0.92,1526.47,79.37,32.0,5.2,8.67,11348.0,132.34,17465.0,203.68,375.0,4.37,8245.0,96.16,195.0,2.27,1178.0,13.74,28.0,0.32
3888,NL,2020-11-21,316,0.0,4.0,316,187128.0,5,1.61,60.52,0.77,0.0,1.27,5.7,18.0,3.45,20.0,3.83,0.0,0.0,15.0,2.87,0.0,0.0,2.0,0.41,0.0,0.0
3889,NB,2020-11-21,424,0.0,6.0,424,146500.0,23,5.74,54.26,0.77,0.0,1.42,16.75,71.0,9.09,71.0,9.09,0.0,0.0,60.0,7.68,0.0,0.0,9.0,1.1,0.0,0.0
3890,NS,2020-11-21,1168,0.0,65.0,1168,167498.0,8,0.69,119.26,6.64,0.0,5.57,2.83,33.0,3.37,43.0,4.39,0.0,0.0,26.0,2.65,0.0,0.0,4.0,0.38,0.0,0.0
3891,PEI,2020-11-21,68,0.0,0.0,68,339414.0,0,0.0,42.6,0.0,0.0,0.0,4.41,3.0,1.88,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3892,YT,2020-11-21,29,0.0,1.0,29,118116.0,0,0.0,68.96,2.38,0.0,3.45,20.69,6.0,14.27,6.0,14.27,0.0,0.0,5.0,11.89,0.0,0.0,1.0,1.7,0.0,0.0
3893,NT,2020-11-21,15,0.0,0.0,15,157215.0,0,0.0,33.21,0.0,0.0,0.0,33.33,5.0,11.07,5.0,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3894,NU,2020-11-21,109,0.0,0.0,109,106803.0,25,29.76,276.98,0.0,0.0,0.0,98.17,107.0,271.9,108.0,274.44,0.0,0.0,105.0,266.82,0.0,0.0,15.0,38.12,0.0,0.0
3896,CAN,2020-11-21,326424,0.0,11446.0,326424,348690.0,5705,1.78,858.89,30.12,72.0,3.51,16.72,54580.0,143.61,66369.0,174.63,921.0,2.42,33839.0,89.04,520.0,1.37,4834.0,12.72,74.0,0.2
3897,BC,2020-11-22,26813,0.0,331.0,26813,203149.0,626,2.39,520.87,6.43,0.0,1.23,33.58,9005.0,174.93,8561.0,166.31,55.0,1.07,4515.0,87.71,41.0,0.8,645.0,12.53,6.0,0.11
3898,AB,2020-11-22,46872,0.0,471.0,46872,472261.0,1584,3.5,1060.0,10.65,0.0,1.0,26.02,12195.0,275.79,13368.0,302.32,108.0,2.44,7543.0,170.58,64.0,1.45,1078.0,24.37,9.0,0.21
3899,SK,2020-11-22,6473,0.0,33.0,6473,266191.0,236,3.78,549.17,2.8,0.0,0.51,41.45,2683.0,227.63,2576.0,218.55,5.0,0.42,1472.0,124.89,2.0,0.17,210.0,17.84,0.0,0.02
3900,MB,2020-11-22,13544,0.0,229.0,13544,240809.0,240,1.8,981.97,16.6,12.0,1.69,59.97,8122.0,588.87,5414.0,392.53,123.0,8.92,2597.0,188.29,67.0,4.86,371.0,26.9,10.0,0.69
3901,ON,2020-11-22,103912,0.0,3526.0,103912,388720.0,1534,1.5,705.25,23.93,14.0,3.39,12.39,12878.0,87.4,19759.0,134.1,258.0,1.75,9903.0,67.21,125.0,0.85,1415.0,9.6,18.0,0.12
3902,QC,2020-11-22,132042,0.0,6829.0,132042,398306.0,1154,0.88,1539.93,79.64,23.0,5.17,8.43,11128.0,129.78,17222.0,200.85,389.0,4.54,8188.0,95.49,203.0,2.37,1170.0,13.64,29.0,0.34
3903,NL,2020-11-22,319,0.0,4.0,319,188170.0,3,0.95,61.1,0.77,0.0,1.25,6.58,21.0,4.02,22.0,4.21,0.0,0.0,16.0,3.06,0.0,0.0,2.0,0.44,0.0,0.0
3904,NB,2020-11-22,430,0.0,6.0,430,148287.0,6,1.42,55.02,0.77,0.0,1.4,17.91,77.0,9.85,76.0,9.73,0.0,0.0,63.0,8.06,0.0,0.0,9.0,1.15,0.0,0.0
3905,NS,2020-11-22,1179,0.0,65.0,1179,168911.0,11,0.94,120.39,6.64,0.0,5.51,3.73,44.0,4.49,51.0,5.21,0.0,0.0,35.0,3.57,0.0,0.0,5.0,0.51,0.0,0.0
3906,PEI,2020-11-22,68,0.0,0.0,68,341457.0,0,0.0,42.6,0.0,0.0,0.0,4.41,3.0,1.88,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3907,YT,2020-11-22,32,0.0,1.0,32,118877.0,3,10.34,76.1,2.38,0.0,3.13,28.13,9.0,21.4,9.0,21.4,0.0,0.0,8.0,19.02,0.0,0.0,1.0,2.72,0.0,0.0
3908,NT,2020-11-22,15,0.0,0.0,15,158322.0,0,0.0,33.21,0.0,0.0,0.0,33.33,5.0,11.07,5.0,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3909,NU,2020-11-22,130,0.0,0.0,130,112977.0,21,19.27,330.34,0.0,0.0,0.0,98.46,128.0,325.26,128.0,325.26,0.0,0.0,112.0,284.6,0.0,0.0,16.0,40.66,0.0,0.0
3911,CAN,2020-11-22,331842,0.0,11495.0,331842,351881.0,5418,1.66,873.15,30.25,49.0,3.46,16.97,56298.0,148.13,67193.0,176.8,938.0,2.47,34452.0,90.65,502.0,1.32,4922.0,12.95,72.0,0.19
3912,BC,2020-11-23,27407,0.0,348.0,27407,205580.0,594,2.22,532.41,6.76,17.0,1.27,29.15,7990.0,155.21,8693.0,168.87,67.0,1.3,4463.0,86.7,49.0,0.95,638.0,12.39,7.0,0.14
3913,AB,2020-11-23,48421,0.0,476.0,48421,476687.0,1549,3.3,1095.03,10.76,5.0,0.98,27.19,13166.0,297.75,14261.0,322.51,107.0,2.42,8232.0,186.17,49.0,1.11,1176.0,26.6,7.0,0.16
3914,SK,2020-11-23,6708,0.0,37.0,6708,269037.0,235,3.63,569.11,3.14,4.0,0.55,42.7,2864.0,242.98,2621.0,222.37,8.0,0.68,1526.0,129.47,6.0,0.51,218.0,18.5,1.0,0.07
3915,MB,2020-11-23,14087,0.0,236.0,14087,243025.0,543,4.01,1021.34,17.11,7.0,1.68,60.33,8498.0,616.13,5592.0,405.43,127.0,9.21,2748.0,199.24,64.0,4.64,393.0,28.46,9.0,0.66
3916,ON,2020-11-23,105501,0.0,3545.0,105501,391869.0,1589,1.53,716.04,24.06,19.0,3.36,12.29,12964.0,87.99,20106.0,136.46,265.0,1.8,10005.0,67.9,134.0,0.91,1429.0,9.7,19.0,0.13
3917,QC,2020-11-23,133206,0.0,6842.0,133206,401192.0,1164,0.88,1553.5,79.79,13.0,5.14,8.26,10997.0,128.25,17217.0,200.79,387.0,4.51,8134.0,94.86,191.0,2.23,1162.0,13.55,27.0,0.32
3918,NL,2020-11-23,321,0.0,4.0,321,189426.0,2,0.63,61.48,0.77,0.0,1.25,7.17,23.0,4.41,24.0,4.6,0.0,0.0,18.0,3.45,0.0,0.0,3.0,0.49,0.0,0.0
3919,NB,2020-11-23,445,0.0,7.0,445,149690.0,15,3.49,56.94,0.9,1.0,1.57,20.0,89.0,11.39,90.0,11.52,1.0,0.13,70.0,8.96,1.0,0.13,10.0,1.28,0.0,0.02
3920,NS,2020-11-23,1190,0.0,65.0,1190,170099.0,11,0.93,121.51,6.64,0.0,5.46,4.29,51.0,5.21,61.0,6.23,0.0,0.0,44.0,4.49,0.0,0.0,6.0,0.64,0.0,0.0
3921,PEI,2020-11-23,69,0.0,0.0,69,343950.0,1,1.47,43.23,0.0,0.0,0.0,2.9,2.0,1.25,3.0,1.88,0.0,0.0,1.0,0.63,0.0,0.0,0.0,0.09,0.0,0.0
3922,YT,2020-11-23,38,0.0,1.0,38,121207.0,6,18.75,90.36,2.38,0.0,2.63,36.84,14.0,33.29,15.0,35.67,0.0,0.0,14.0,33.29,0.0,0.0,2.0,4.76,0.0,0.0
3923,NT,2020-11-23,15,0.0,0.0,15,158876.0,0,0.0,33.21,0.0,0.0,0.0,33.33,5.0,11.07,5.0,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3924,NU,2020-11-23,134,0.0,0.0,134,116306.0,4,3.08,340.51,0.0,0.0,0.0,98.51,132.0,335.43,132.0,335.43,0.0,0.0,108.0,274.44,0.0,0.0,15.0,39.21,0.0,0.0
3926,CAN,2020-11-23,337555,0.0,11561.0,337555,354860.0,5713,1.72,888.18,30.42,66.0,3.42,16.83,56795.0,149.44,68820.0,181.08,962.0,2.53,35363.0,93.05,494.0,1.3,5052.0,13.29,71.0,0.19
3927,BC,2020-11-24,28348,0.0,358.0,28348,207612.0,941,3.43,550.69,6.95,10.0,1.26,29.58,8385.0,162.89,9109.0,176.95,74.0,1.44,4687.0,91.05,48.0,0.93,670.0,13.01,7.0,0.13
3928,AB,2020-11-24,49536,0.0,492.0,49536,481110.0,1115,2.3,1120.25,11.13,16.0,0.99,26.95,13349.0,301.89,14663.0,331.6,116.0,2.62,8574.0,193.9,60.0,1.36,1225.0,27.7,9.0,0.19
3929,SK,2020-11-24,6883,0.0,37.0,6883,271464.0,175,2.61,583.96,3.14,0.0,0.54,42.53,2927.0,248.33,2669.0,226.44,8.0,0.68,1461.0,123.95,6.0,0.51,209.0,17.71,1.0,0.07
3930,MB,2020-11-24,14558,0.0,248.0,14558,245288.0,471,3.34,1055.49,17.98,12.0,1.7,59.6,8677.0,629.1,5680.0,411.81,134.0,9.72,2950.0,213.88,69.0,5.0,421.0,30.55,10.0,0.71
3931,ON,2020-11-24,106510,0.0,3559.0,106510,394412.0,1009,0.96,722.89,24.15,14.0,3.34,12.09,12877.0,87.4,19727.0,133.89,264.0,1.79,9765.0,66.28,136.0,0.92,1395.0,9.47,19.0,0.13
3932,QC,2020-11-24,134330,0.0,6887.0,134330,403599.0,1124,0.84,1566.61,80.32,45.0,5.13,8.05,10819.0,126.18,17179.0,200.35,394.0,4.59,8276.0,96.52,212.0,2.47,1182.0,13.79,30.0,0.35
3933,NL,2020-11-24,323,0.0,4.0,323,190461.0,2,0.62,61.87,0.77,0.0,1.24,7.43,24.0,4.6,26.0,4.98,0.0,0.0,18.0,3.45,0.0,0.0,3.0,0.49,0.0,0.0
3934,NB,2020-11-24,450,0.0,7.0,450,150729.0,5,1.12,57.58,0.9,0.0,1.56,20.67,93.0,11.9,95.0,12.16,1.0,0.13,71.0,9.09,1.0,0.13,10.0,1.3,0.0,0.02
3935,NS,2020-11-24,1227,0.0,65.0,1227,171266.0,37,3.11,125.29,6.64,0.0,5.3,7.09,87.0,8.88,95.0,9.7,0.0,0.0,76.0,7.76,0.0,0.0,11.0,1.11,0.0,0.0
3936,PEI,2020-11-24,69,0.0,0.0,69,344952.0,0,0.0,43.23,0.0,0.0,0.0,1.45,1.0,0.63,2.0,1.25,0.0,0.0,1.0,0.63,0.0,0.0,0.0,0.09,0.0,0.0
3937,YT,2020-11-24,38,0.0,1.0,38,123038.0,0,0.0,90.36,2.38,0.0,2.63,36.84,14.0,33.29,15.0,35.67,0.0,0.0,13.0,30.91,0.0,0.0,2.0,4.42,0.0,0.0
3938,NT,2020-11-24,15,0.0,0.0,15,159363.0,0,0.0,33.21,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3939,NU,2020-11-24,144,0.0,0.0,144,117907.0,10,7.46,365.92,0.0,0.0,0.0,98.61,142.0,360.84,142.0,360.84,0.0,0.0,84.0,213.45,0.0,0.0,12.0,30.49,0.0,0.0
3941,CAN,2020-11-24,342444,0.0,11658.0,342444,357410.0,4889,1.45,901.04,30.67,97.0,3.4,16.76,57395.0,151.02,69407.0,182.62,991.0,2.61,35976.0,94.66,532.0,1.4,5139.0,13.52,76.0,0.2
3942,BC,2020-11-25,29086,0.0,371.0,29086,209854.0,738,2.6,565.03,7.21,13.0,1.28,30.6,8901.0,172.91,9312.0,180.9,87.0,1.69,4664.0,90.6,51.0,0.99,666.0,12.94,7.0,0.14
3943,AB,2020-11-25,50801,0.0,500.0,50801,484197.0,1265,2.55,1148.86,11.31,8.0,0.98,27.01,13719.0,310.25,15256.0,345.01,117.0,2.65,9109.0,206.0,57.0,1.29,1301.0,29.43,8.0,0.18
3944,SK,2020-11-25,7047,0.0,37.0,7047,274157.0,164,2.38,597.87,3.14,0.0,0.53,42.74,3012.0,255.54,2721.0,230.85,8.0,0.68,1494.0,126.75,5.0,0.42,213.0,18.11,1.0,0.06
3945,MB,2020-11-25,14907,0.0,256.0,14907,247898.0,349,2.4,1080.79,18.56,8.0,1.72,58.75,8758.0,634.98,5599.0,405.94,133.0,9.64,2900.0,210.26,66.0,4.79,414.0,30.04,9.0,0.68
3946,ON,2020-11-25,107883,0.0,3594.0,107883,396248.0,1373,1.29,732.2,24.39,35.0,3.33,11.81,12739.0,86.46,19674.0,133.53,284.0,1.93,9721.0,65.98,139.0,0.94,1389.0,9.43,20.0,0.13
3947,QC,2020-11-25,135430,0.0,6915.0,135430,405762.0,1100,0.82,1579.44,80.65,28.0,5.11,8.1,10964.0,127.87,16901.0,197.11,400.0,4.66,8197.0,95.6,205.0,2.39,1171.0,13.66,29.0,0.34
3948,NL,2020-11-25,324,0.0,4.0,324,191552.0,1,0.31,62.06,0.77,0.0,1.23,7.72,25.0,4.79,26.0,4.98,0.0,0.0,17.0,3.26,0.0,0.0,2.0,0.47,0.0,0.0
3949,NB,2020-11-25,453,0.0,7.0,453,152181.0,3,0.67,57.97,0.9,0.0,1.55,20.75,94.0,12.03,98.0,12.54,1.0,0.13,65.0,8.32,1.0,0.13,9.0,1.19,0.0,0.02
3950,NS,2020-11-25,1243,0.0,65.0,1243,172860.0,16,1.3,126.92,6.64,0.0,5.23,8.21,102.0,10.42,109.0,11.13,0.0,0.0,89.0,9.09,0.0,0.0,13.0,1.3,0.0,0.0
3951,PEI,2020-11-25,70,0.0,0.0,70,346619.0,1,1.45,43.85,0.0,0.0,0.0,2.86,2.0,1.25,2.0,1.25,0.0,0.0,2.0,1.25,0.0,0.0,0.0,0.18,0.0,0.0
3952,YT,2020-11-25,39,0.0,1.0,39,125464.0,1,2.63,92.74,2.38,0.0,2.56,38.46,15.0,35.67,16.0,38.05,0.0,0.0,14.0,33.29,0.0,0.0,2.0,4.76,0.0,0.0
3953,NT,2020-11-25,15,0.0,0.0,15,160470.0,0,0.0,33.21,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3954,NU,2020-11-25,155,0.0,0.0,155,118949.0,11,7.64,393.87,0.0,0.0,0.0,98.71,153.0,388.79,152.0,386.25,0.0,0.0,85.0,215.99,0.0,0.0,12.0,30.86,0.0,0.0
3956,CAN,2020-11-25,347466,0.0,11750.0,347466,359549.0,5022,1.47,914.26,30.92,92.0,3.38,16.83,58484.0,153.88,69870.0,183.84,1030.0,2.71,36357.0,95.66,524.0,1.38,5194.0,13.67,75.0,0.2
3957,BC,2020-11-26,29973,0.0,384.0,29973,211999.0,887,3.05,582.26,7.46,13.0,1.28,32.0,9591.0,186.32,9605.0,186.59,96.0,1.86,5015.0,97.42,63.0,1.22,716.0,13.92,9.0,0.17
3958,AB,2020-11-26,51878,0.0,510.0,51878,487750.0,1077,2.12,1173.21,11.53,10.0,0.98,27.09,14052.0,317.78,15473.0,349.92,117.0,2.65,9081.0,205.37,59.0,1.33,1297.0,29.34,8.0,0.19
3959,SK,2020-11-26,7362,0.0,40.0,7362,276542.0,315,4.47,624.6,3.39,3.0,0.54,42.73,3146.0,266.91,2925.0,248.16,11.0,0.93,1711.0,145.16,8.0,0.68,244.0,20.74,1.0,0.1
3960,MB,2020-11-26,15288,0.0,266.0,15288,250024.0,381,2.56,1108.42,19.29,10.0,1.74,57.86,8845.0,641.28,5506.0,399.2,134.0,9.72,2806.0,203.44,68.0,4.93,401.0,29.06,10.0,0.7
3961,ON,2020-11-26,109361,0.0,3615.0,109361,398696.0,1478,1.37,742.23,24.54,21.0,3.31,11.73,12831.0,87.08,19577.0,132.87,287.0,1.95,9989.0,67.8,132.0,0.9,1427.0,9.69,19.0,0.13
3962,QC,2020-11-26,136894,0.0,6947.0,136894,408975.0,1464,1.08,1596.51,81.02,32.0,5.07,8.37,11456.0,133.6,17000.0,198.26,390.0,4.55,8454.0,98.59,203.0,2.37,1208.0,14.08,29.0,0.34
3963,NL,2020-11-26,327,0.0,4.0,327,193362.0,3,0.93,62.63,0.77,0.0,1.22,8.56,28.0,5.36,29.0,5.55,0.0,0.0,19.0,3.64,0.0,0.0,3.0,0.52,0.0,0.0
3964,NB,2020-11-26,465,0.0,7.0,465,154087.0,12,2.65,59.5,0.9,0.0,1.51,22.58,105.0,13.44,109.0,13.95,1.0,0.13,73.0,9.34,1.0,0.13,10.0,1.33,0.0,0.02
3965,NS,2020-11-26,1257,0.0,65.0,1257,174551.0,14,1.13,128.35,6.64,0.0,5.17,9.07,114.0,11.64,123.0,12.56,0.0,0.0,102.0,10.42,0.0,0.0,15.0,1.49,0.0,0.0
3966,PEI,2020-11-26,70,0.0,0.0,70,350014.0,0,0.0,43.85,0.0,0.0,0.0,2.86,2.0,1.25,2.0,1.25,0.0,0.0,2.0,1.25,0.0,0.0,0.0,0.18,0.0,0.0
3967,YT,2020-11-26,39,0.0,1.0,39,127794.0,0,0.0,92.74,2.38,0.0,2.56,38.46,15.0,35.67,15.0,35.67,0.0,0.0,13.0,30.91,0.0,0.0,2.0,4.42,0.0,0.0
3968,NT,2020-11-26,15,0.0,0.0,15,161732.0,0,0.0,33.21,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3969,NU,2020-11-26,155,0.0,0.0,155,122684.0,0,0.0,393.87,0.0,0.0,0.0,96.77,150.0,381.17,152.0,386.25,0.0,0.0,81.0,205.83,0.0,0.0,12.0,29.4,0.0,0.0
3971,CAN,2020-11-26,353097,0.0,11839.0,353097,362208.0,5631,1.62,929.07,31.15,89.0,3.35,17.09,60335.0,158.75,70520.0,185.55,1036.0,2.73,37346.0,98.27,534.0,1.41,5335.0,14.04,76.0,0.2
3972,BC,2020-11-27,30884,0.0,395.0,30884,214561.0,911,3.04,599.96,7.67,11.0,1.28,29.74,9185.0,178.43,9899.0,192.3,105.0,2.04,5410.0,105.1,64.0,1.24,773.0,15.01,9.0,0.18
3973,AB,2020-11-27,53105,0.0,519.0,53105,491369.0,1227,2.37,1200.96,11.74,9.0,0.98,26.77,14217.0,321.52,15793.0,357.16,121.0,2.74,9153.0,206.99,57.0,1.29,1308.0,29.57,8.0,0.18
3974,SK,2020-11-27,7691,0.0,44.0,7691,279506.0,329,4.47,652.51,3.73,4.0,0.57,42.43,3263.0,276.83,3178.0,269.62,15.0,1.27,1887.0,160.09,11.0,0.93,270.0,22.87,2.0,0.13
3975,MB,2020-11-27,15632,0.0,280.0,15632,251642.0,344,2.25,1133.36,20.3,14.0,1.79,56.71,8865.0,642.73,5416.0,392.67,143.0,10.37,2713.0,196.7,73.0,5.29,388.0,28.1,10.0,0.76
3976,ON,2020-11-27,111216,0.0,3635.0,111216,401925.0,1855,1.7,754.82,24.67,20.0,3.27,11.88,13215.0,89.69,20036.0,135.98,288.0,1.95,10426.0,70.76,144.0,0.98,1489.0,10.11,21.0,0.14
3977,QC,2020-11-27,138163,0.0,6984.0,138163,412479.0,1269,0.93,1611.31,81.45,37.0,5.05,8.29,11452.0,133.56,16968.0,197.89,398.0,4.64,8464.0,98.71,210.0,2.45,1209.0,14.1,30.0,0.35
3978,NL,2020-11-27,331,0.0,4.0,331,195143.0,4,1.22,63.4,0.77,0.0,1.21,9.37,31.0,5.94,32.0,6.13,0.0,0.0,20.0,3.83,0.0,0.0,3.0,0.55,0.0,0.0
3979,NB,2020-11-27,477,0.0,7.0,477,156192.0,12,2.58,61.04,0.9,0.0,1.47,23.9,114.0,14.59,119.0,15.23,1.0,0.13,76.0,9.73,1.0,0.13,11.0,1.39,0.0,0.02
3980,NS,2020-11-27,1266,0.0,65.0,1266,176850.0,9,0.72,129.27,6.64,0.0,5.13,9.4,119.0,12.15,130.0,13.27,0.0,0.0,106.0,10.82,0.0,0.0,15.0,1.55,0.0,0.0
3981,PEI,2020-11-27,70,0.0,0.0,70,353034.0,0,0.0,43.85,0.0,0.0,0.0,2.86,2.0,1.25,2.0,1.25,0.0,0.0,2.0,1.25,0.0,0.0,0.0,0.18,0.0,0.0
3982,YT,2020-11-27,42,0.0,1.0,42,130767.0,3,7.69,99.88,2.38,0.0,2.38,28.57,12.0,28.54,18.0,42.8,0.0,0.0,13.0,30.91,0.0,0.0,2.0,4.42,0.0,0.0
3983,NT,2020-11-27,15,0.0,0.0,15,162928.0,0,0.0,33.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3984,NU,2020-11-27,159,0.0,0.0,159,124057.0,4,2.58,404.04,0.0,0.0,0.0,94.97,151.0,383.71,155.0,393.87,0.0,0.0,75.0,190.58,0.0,0.0,11.0,27.23,0.0,0.0
3986,CAN,2020-11-27,359064,0.0,11934.0,359064,365315.0,5967,1.69,944.78,31.4,95.0,3.32,16.88,60626.0,159.52,71746.0,188.78,1071.0,2.82,38345.0,100.89,560.0,1.47,5478.0,14.41,80.0,0.21
3987,BC,2020-11-28,31634,0.0,410.0,31634,217325.0,750,2.43,614.53,7.96,15.0,1.3,31.36,9920.0,192.71,9995.0,194.16,120.0,2.33,5447.0,105.81,79.0,1.53,778.0,15.12,11.0,0.22
3988,AB,2020-11-28,54836,0.0,524.0,54836,495067.0,1731,3.26,1240.11,11.85,5.0,0.96,27.23,14931.0,337.66,16498.0,373.1,123.0,2.78,9548.0,215.93,53.0,1.2,1364.0,30.85,8.0,0.17
3989,SK,2020-11-28,7888,0.0,45.0,7888,282634.0,197,2.56,669.22,3.82,1.0,0.57,42.11,3322.0,281.84,3068.0,260.29,16.0,1.36,1651.0,140.07,12.0,1.02,236.0,20.01,2.0,0.15
3990,MB,2020-11-28,16118,0.0,290.0,16118,254081.0,486,3.11,1168.6,21.03,10.0,1.8,55.99,9024.0,654.26,5665.0,410.73,138.0,10.01,2814.0,204.02,73.0,5.29,402.0,29.15,10.0,0.76
